campaign_id,sender,subject_len,body_len,mean_paragraph_len,day_of_week,is_weekend,times_of_day,category,Product,no_of_CTA,mean_CTA_len,is_image,is_personalised,is_quote,is_timer,is_emoticons,is_discount,is_price,is_urgency,target_audience,click_rate
1030,3,80,11153,57,4,0,Evening,15,3,4,40,1,0,1,0,0,0,0,0,12,0.00423155044008125
1031,3,81,13285,33,6,1,Evening,15,1,2,39,2,0,0,0,2,0,0,0,12,0.0385919775464858
1032,3,87,12281,36,6,1,Evening,15,3,6,33,1,0,1,0,1,0,0,0,12,0.0157604412923562
1033,3,54,9718,10,5,1,Morning,6,23,3,15,2,0,0,0,0,0,0,0,12,0.0373752748181972
1034,3,100,13715,34,4,0,Evening,15,6,2,42,0,0,1,0,1,0,0,0,12,0.00949100957110248
1035,3,118,16859,26,3,0,Evening,15,6,3,40,0,0,1,0,1,0,0,0,12,0.042907180385289
1036,3,73,6560,30,4,0,Evening,12,20,2,36,1,0,2,0,0,0,0,0,10,0.0829493087557604
1037,3,97,11654,27,3,0,Noon,10,42,2,34,0,0,1,0,1,0,0,0,12,0.0106087493248978
1038,3,86,12733,20,3,0,Evening,10,42,3,22,0,0,1,0,0,0,0,0,12,0.198335644937587
1039,3,118,16859,26,3,0,Evening,15,6,3,40,0,0,1,0,1,0,0,0,16,0.00722579567287612
1040,3,98,14044,35,2,0,Evening,15,6,3,37,2,0,2,0,1,0,0,1,12,0.00785835237641179
1041,3,100,15025,39,1,0,Evening,15,6,3,45,0,0,0,0,0,0,0,0,12,0.0564334085778781
1042,3,86,12685,31,2,0,Evening,15,1,3,38,1,0,0,0,0,0,0,0,12,0.021142882793913
1043,3,68,13652,20,2,0,Noon,6,23,2,58,2,0,0,0,0,0,0,0,12,0.00431177446102819
1044,3,90,11657,27,1,0,Noon,10,42,2,34,0,0,1,0,1,0,0,0,12,0.0181904086935979
1045,3,63,7664,16,6,1,Noon,6,23,3,15,2,0,0,0,0,0,0,0,14,0.0295503211991435
1046,3,105,12204,36,5,1,Evening,15,6,2,33,1,0,1,0,0,0,0,0,12,0.0164322517755187
1047,3,98,15214,29,5,1,Evening,15,18,3,40,0,0,2,0,0,0,0,0,12,0.0145011600928074
1048,3,103,15588,34,6,1,Evening,15,6,3,40,2,0,2,0,0,0,0,1,12,0.00849514563106796
1049,3,48,9706,10,5,1,Morning,6,23,3,15,2,0,0,0,0,0,0,0,12,0.0452342487883683
1050,3,60,7584,40,4,0,Evening,15,36,2,28,1,0,0,0,0,0,0,0,12,0.00710458886559515
1051,3,98,18741,33,4,0,Evening,15,6,3,42,2,0,2,0,0,0,0,0,16,0.00294869274621584
1052,3,81,11838,33,4,0,Evening,15,36,3,37,1,0,1,0,0,0,0,0,15,0.0145526057030482
1053,3,62,13684,22,4,0,Evening,6,23,2,49,2,0,1,0,0,0,0,0,12,0.00518617021276596
1054,3,98,18741,33,4,0,Evening,15,6,3,42,2,0,2,0,0,0,0,0,12,0.0119981541301338
1055,3,94,21537,24,4,0,Noon,3,43,7,28,1,0,0,0,0,0,0,0,12,0.00373435306067577
1056,3,62,13698,22,3,0,Noon,6,23,2,49,2,0,1,0,0,0,0,0,12,0.0197447365550344
1057,3,93,15525,32,2,0,Evening,15,18,3,33,2,0,1,0,0,0,0,0,12,0.0115473441108545
1058,3,93,12956,36,3,0,Evening,15,18,3,40,1,0,5,0,0,0,0,0,12,0.0206154765461607
1059,3,98,18509,26,2,0,Evening,15,6,3,35,2,0,1,0,0,0,0,0,12,0.00971760255657732
1060,3,80,7592,41,2,0,Evening,15,36,2,32,1,0,0,0,0,0,0,0,12,0.00965140643850403
1061,3,93,15454,31,2,0,Noon,15,18,3,33,2,0,1,0,0,0,0,0,12,0.0139855504739179
1062,3,87,15049,40,1,0,Evening,15,6,3,34,2,0,2,0,0,0,0,0,12,0.0305810397553517
1063,3,97,21204,23,0,0,Evening,15,9,3,37,1,0,1,0,0,0,0,1,12,0.0147390585050384
1064,3,68,7681,16,6,1,Noon,6,23,3,15,2,0,0,0,0,0,0,0,14,0.0366881507188894
1065,3,89,22666,18,5,1,Evening,15,1,4,42,1,0,3,0,0,0,0,0,10,0.0306330837304289
1066,3,106,13273,37,5,1,Evening,15,6,3,34,2,0,1,0,2,0,0,0,12,0.0197106311595722
1067,3,59,9719,10,5,1,Morning,6,23,3,15,2,0,0,0,0,0,0,0,12,0.0462941314005144
1068,9,265,20223,58,4,0,Evening,15,9,41,58,0,0,1,0,0,0,0,0,12,0.00807082497463344
1069,3,91,13855,36,3,0,Evening,15,9,4,28,1,0,0,0,0,0,0,0,15,0.00674808114817245
1070,3,86,14068,31,2,0,Evening,15,9,3,35,0,0,3,0,0,0,0,0,15,0.00189591690938067
1071,3,87,14007,26,3,0,Evening,15,9,2,25,0,0,0,0,0,0,0,1,12,0.00703789636504254
1072,11,85,17655,24,3,0,Evening,15,9,3,32,1,0,0,0,0,0,0,0,16,0.0208458128668983
1073,3,96,15629,34,2,0,Evening,15,6,3,41,2,0,4,0,0,0,0,1,12,0.0078202110697745
1074,3,93,23424,19,2,0,Noon,15,9,3,30,0,0,0,0,0,0,0,0,12,0
1075,3,81,21931,30,1,0,Evening,15,6,3,34,2,0,3,0,0,0,0,0,12,0.0455223880597015
1076,3,85,15880,39,1,0,Evening,15,24,3,26,1,0,4,0,0,0,0,0,12,0.0074178735429177
1077,3,77,23435,26,2,0,Evening,9,34,4,26,1,0,3,0,0,0,0,0,10,0.00526146678448068
1078,3,88,18825,21,0,0,Evening,12,25,4,42,1,0,1,0,0,0,0,1,7,0.00698689956331878
1079,3,91,13855,36,0,0,Evening,15,9,4,28,1,0,0,0,0,0,0,0,10,0.00823037888432642
1080,3,81,21931,30,0,0,Evening,15,6,3,34,2,0,3,0,0,0,0,0,12,0.00542013191855463
1081,3,59,7502,15,6,1,Evening,6,23,3,15,2,0,0,0,0,0,0,0,14,0.0356012658227848
1082,3,86,14068,31,1,0,Evening,15,9,3,35,0,0,3,0,0,0,0,0,12,0.0100902985314438
1083,3,77,14243,25,5,1,Evening,15,1,2,39,1,0,1,0,0,0,0,1,12,0.0174645572221081
1084,3,99,18474,34,5,1,Noon,15,6,3,33,0,0,2,0,1,0,0,1,12,0.00824292703680068
1085,3,65,20254,29,3,0,Evening,15,1,2,42,0,0,4,0,0,0,0,0,12,0.0047396017988095
1086,10,72,11515,27,3,0,Evening,15,31,2,36,1,0,1,0,0,0,0,0,12,0.0123796423658872
1087,3,93,21433,15,3,0,Noon,12,25,4,40,1,0,2,0,0,0,0,1,7,0.0113960113960114
1088,3,92,19931,29,3,0,Evening,15,6,3,33,0,0,2,0,0,0,0,1,12,0.00729624409252964
1089,3,79,12850,28,3,0,Evening,10,42,2,45,1,0,3,0,1,0,0,0,12,0.00907577019150708
1090,3,72,7523,15,2,0,Evening,6,23,3,15,2,0,0,0,0,0,0,0,14,0.0452286282306163
1091,3,65,5930,16,1,0,Evening,10,42,0,18,0,0,0,0,0,0,0,0,12,0.117777777777778
1092,10,75,12244,61,1,0,Evening,15,6,2,43,2,0,1,0,0,0,0,0,12,0.00364401975868491
1093,3,85,13426,34,1,0,Evening,15,12,3,32,0,0,1,0,0,0,0,0,12,0.0204550591426204
1094,3,78,13567,23,1,0,Evening,15,31,3,34,1,0,2,0,0,0,0,0,12,0.0104166666666667
1095,3,74,10138,28,1,0,Evening,15,28,2,37,0,0,0,0,0,0,0,0,12,0.0355049982764564
1096,3,66,13127,16,1,0,Evening,6,23,2,48,2,0,1,0,0,0,0,0,12,0.0172247485186716
1097,3,84,9020,31,1,0,Evening,15,24,3,29,3,0,1,0,1,0,0,0,12,0.01068781244613
1098,3,160,8245,40,5,1,Evening,9,34,1,18,2,0,0,0,0,0,0,0,15,0.00328854866427121
1099,3,166,8932,35,6,1,Evening,9,34,1,0,2,0,0,0,0,0,0,0,12,0.00746223381665959
1100,3,84,10908,22,5,1,Evening,10,42,1,19,1,0,1,0,0,0,0,0,14,0.161111111111111
1101,3,63,9521,10,5,1,Morning,15,31,3,15,2,0,0,0,0,0,0,0,12,0.0773480662983425
1102,3,131,16652,24,4,0,Evening,9,34,3,36,1,0,2,0,1,0,0,0,2,0.0164824383543724
1103,3,63,16652,24,4,0,Evening,15,18,3,36,1,0,2,0,1,0,0,0,12,0.0311760063141279
1104,3,156,8245,40,4,0,Evening,9,34,1,18,2,0,0,0,0,0,0,0,12,0.00448099530813432
1105,3,71,28232,21,3,0,Evening,15,18,4,37,0,0,6,0,0,0,0,0,12,0.020239570425444
1106,3,81,13002,45,3,0,Evening,15,31,3,32,0,0,4,0,0,0,0,0,12,0.0148442092886537
1107,3,71,15000,24,3,0,Noon,6,23,2,41,2,0,3,0,0,0,0,0,12,0.0243285939968404
1108,14,105,30425,18,2,0,Noon,3,43,1,23,1,0,0,0,0,0,0,0,12,0.00306141973340136
1109,3,78,15171,36,2,0,Evening,15,35,3,49,2,0,2,0,0,0,0,0,12,0.00234640254319759
1110,3,95,7548,16,6,1,Evening,6,23,3,16,1,0,0,0,0,0,0,0,14,0.075938566552901
1111,3,99,6369,27,6,1,Evening,15,28,3,32,0,0,2,0,0,0,0,0,10,0.0725806451612903
1112,3,85,16364,20,6,1,Evening,15,1,4,45,1,0,0,0,0,0,0,1,12,0.00589777195281782
1113,3,88,13108,26,6,1,Evening,15,36,2,138,0,0,0,0,0,0,0,1,12,0.00479676849280485
1114,3,84,7507,15,5,1,Noon,6,23,3,15,1,0,0,0,0,0,0,0,14,0.118733509234828
1115,3,90,17706,25,4,0,Evening,15,9,3,36,1,0,0,0,0,0,0,1,12,0.0108077360637088
1116,3,81,9884,19,4,0,Noon,15,1,3,46,2,0,1,0,0,0,0,0,12,0.0422641509433962
1117,3,77,20217,18,4,0,Evening,15,9,3,31,1,0,0,0,0,0,0,1,9,0.00780512055679841
1118,3,85,17213,29,3,0,Evening,15,9,3,31,0,0,0,0,0,1,5000,0,12,0.0109967573664176
1119,3,84,13761,31,4,0,Evening,15,40,3,40,2,0,1,0,0,0,0,0,12,0.00146627565982405
1120,3,72,9544,10,4,0,Morning,6,23,3,15,0,0,0,0,0,0,0,0,12,0.158213474640424
1121,3,81,13364,30,4,0,Evening,15,1,3,31,1,0,1,0,0,0,0,0,12,0.00465116279069768
1122,3,81,12524,29,4,0,Evening,9,34,2,33,0,0,1,0,0,0,0,0,12,0.00304066894716838
1123,3,75,18792,27,3,0,Evening,15,9,3,34,1,0,0,0,0,0,0,1,9,0.00693240901213171
1124,3,89,19367,21,3,0,Evening,12,25,3,37,1,0,1,0,0,0,0,0,7,0.0140124689788754
1125,3,79,12727,16,3,0,Noon,6,23,3,45,2,0,0,0,0,0,0,0,12,0.0152615032866533
1126,3,77,11545,36,2,0,Evening,9,34,2,34,0,0,3,0,0,0,0,0,16,0.0103857566765579
1127,3,81,13630,28,2,0,Evening,15,9,2,42,1,0,0,0,0,0,0,0,12,0.00803497577691126
1128,3,81,13629,28,2,0,Evening,15,9,2,42,1,0,0,0,0,0,0,0,1,0.0068689181453921
1129,11,87,15280,30,2,0,Noon,15,9,2,36,1,0,0,0,0,0,0,0,10,0.0315315315315315
1130,3,80,11494,21,2,0,Evening,6,23,3,53,0,0,0,0,0,0,0,0,12,0.00827925710449765
1131,11,197,15177,28,2,0,Evening,15,9,2,39,1,0,0,0,0,1,5000,1,9,0.00847246449040618
1132,11,89,15275,30,1,0,Evening,15,9,2,36,1,0,0,0,0,0,0,0,1,0.0187667560321716
1133,3,69,16793,35,1,0,Noon,9,34,3,37,0,0,1,0,0,0,0,0,15,0.00433390598157114
1134,3,70,10055,25,1,0,Evening,6,23,3,52,2,0,0,0,0,0,0,0,12,0.0160076454425995
1135,3,74,14725,26,0,0,Evening,15,9,4,31,1,0,1,0,0,0,0,0,16,0.0196552449022493
1136,3,69,16799,35,0,0,Evening,9,34,3,39,0,0,1,0,0,0,0,0,15,0.00490117306765226
1137,3,66,13125,33,0,0,Evening,15,9,3,36,0,0,1,0,0,0,0,0,12,0.0132636749067488
1138,3,109,8914,49,6,1,Evening,15,9,3,31,1,0,0,0,0,0,0,0,1,0.00635930047694754
1139,3,87,9628,12,6,1,Evening,6,23,3,10,2,0,0,0,0,0,0,0,12,0.0875536480686695
1140,3,54,18084,22,6,1,Evening,15,31,1,18,0,0,0,0,0,0,0,0,3,0.109565217391304
1141,3,74,10735,37,6,1,Evening,15,9,3,39,0,0,2,0,0,0,0,0,3,0.0313195991091314
1142,10,94,10847,40,5,1,Evening,15,9,3,36,0,0,1,0,0,0,0,0,3,0.025434294738592
1143,3,114,18621,37,5,1,Evening,9,34,3,32,1,0,1,0,0,0,0,0,15,0.00453008789722786
1144,3,56,8909,49,5,1,Evening,15,9,3,29,1,0,0,0,0,0,0,0,1,0.0138480906420478
1145,3,85,24420,14,4,0,Evening,15,18,3,40,1,0,2,0,0,0,0,1,12,0.00538072721343551
1146,3,87,16831,28,4,0,Evening,15,1,3,45,0,0,4,0,0,0,0,0,12,0.0189886068358985
1147,3,63,18664,38,4,0,Evening,9,34,3,39,1,0,1,0,0,0,0,0,9,0.00632075355233757
1148,3,90,6385,30,4,0,Evening,13,21,2,44,0,0,0,0,0,0,0,0,12,0.370320855614973
1149,3,119,22382,15,5,1,Evening,15,9,6,24,1,0,1,0,0,0,0,0,3,0.12781954887218
1150,3,81,20338,22,4,0,Evening,9,34,3,39,2,0,5,0,0,0,0,0,12,0.0121852152721365
1151,3,90,9804,17,3,0,Evening,6,23,3,10,2,0,0,0,0,0,0,0,12,0.0651851851851852
1152,3,89,21695,17,0,0,Evening,15,18,3,31,1,0,2,0,0,0,0,1,12,0.00276419306825431
1153,3,76,16540,16,0,0,Evening,15,1,2,42,1,0,1,0,0,1,0,1,12,0.00979662698412698
1154,10,69,14756,26,0,0,Evening,15,31,2,44,1,0,3,0,0,1,0,0,12,0.00777233050340787
1155,3,77,27637,19,6,1,Evening,9,34,11,47,1,0,1,0,0,0,0,0,12,0.0042653171877824
1156,3,64,12728,19,5,1,Evening,9,34,2,45,1,0,0,0,0,0,0,0,12,0.00680730605917638
1157,3,77,24869,20,5,1,Evening,9,34,12,47,1,0,1,0,0,0,0,0,12,0.00494667574313592
1158,3,90,9808,17,5,1,Evening,6,23,3,45,0,0,0,0,0,0,0,0,12,0.193928128872367
1159,3,59,13171,35,5,1,Noon,9,34,4,37,1,0,0,0,0,0,0,0,12,0.00473107569721116
1160,3,78,9685,14,5,1,Morning,6,23,3,45,2,0,0,0,0,0,0,0,12,0.183165696135521
1161,3,59,15618,31,4,0,Noon,15,1,3,31,1,0,0,0,0,0,0,0,12,0.0128689327178626
1162,1,100,12356,18,5,1,Noon,12,20,7,26,0,0,0,0,0,0,0,0,7,0.00266017066937665
1163,3,70,13693,32,4,0,Evening,15,31,3,27,1,0,0,0,0,0,0,0,12,0.012174016828788
1164,3,58,13254,29,4,0,Evening,15,12,3,27,1,0,0,0,0,0,0,0,12,0.020415603353992
1165,3,70,14617,25,3,0,Evening,9,34,2,37,0,0,0,0,1,0,0,0,12,0.00411452810180276
1166,3,79,25836,16,3,0,Evening,15,13,12,42,1,0,0,0,0,0,0,1,12,0.00369871218927823
1167,3,92,10787,52,3,0,Evening,12,20,6,31,1,0,4,0,0,0,0,0,7,0.0022710849592237
1168,3,77,16437,24,2,0,Evening,15,9,2,30,2,0,2,0,0,0,0,0,12,0.0126935770500127
1169,3,55,14959,20,2,0,Evening,9,34,3,29,1,0,0,0,0,1,0,0,12,0.00627795652515106
1170,3,69,15836,16,3,0,Noon,6,23,3,37,1,0,0,0,0,0,0,0,12,0.0380612972202423
1171,10,43,23216,17,3,0,Evening,9,34,4,34,1,0,1,0,1,0,0,0,12,0.00466640190627482
1172,3,78,12842,27,2,0,Noon,15,24,2,36,0,0,0,0,0,1,0,1,1,0.00207302394008292
1173,3,89,19080,22,2,0,Noon,15,9,2,25,1,0,1,0,0,0,0,0,14,0.0115401686640036
1174,3,145,12688,24,2,0,Noon,15,12,2,42,1,0,0,0,0,1,0,1,12,0.00593616193071234
1175,3,69,15350,30,1,0,Evening,15,31,3,31,1,0,0,0,0,1,0,0,12,0.00715007944532717
1176,3,66,15350,31,1,0,Evening,15,1,3,26,1,0,0,0,0,1,0,0,12,0.0080105770726396
1177,3,78,12842,27,1,0,Evening,15,24,2,36,0,0,0,0,0,1,0,1,1,0.00365584620233218
1178,3,74,13621,33,1,0,Evening,15,9,3,31,1,0,0,0,0,0,0,0,10,0.0295116772823779
1179,14,85,19507,26,3,0,Noon,3,43,5,29,1,0,0,0,0,0,0,0,12,0.00853986264556584
1180,11,90,23102,20,1,0,Evening,15,9,4,33,0,0,1,0,0,0,0,1,12,0.0069590889919865
1181,3,204,29244,15,2,0,Noon,15,13,13,34,0,0,0,0,0,0,0,0,12,0.00494752194926645
1182,3,156,15833,16,1,0,Noon,6,23,3,44,0,0,0,0,3,0,0,0,12,0.0199304017715913
1183,3,85,21754,17,0,0,Evening,15,31,4,23,1,0,1,0,0,0,0,0,12,0.00757310963532564
1184,3,66,8691,26,0,0,Evening,12,25,2,35,0,0,1,0,0,0,0,0,12,0.210526315789474
1185,3,73,17356,34,0,0,Evening,15,9,3,31,1,0,0,0,0,0,0,1,12,0.0236949937644753
1186,3,73,13850,28,0,0,Evening,15,1,3,32,1,0,0,0,0,0,0,0,12,0.0649038461538462
1187,3,70,1923,84,0,0,Morning,15,36,0,52,1,0,0,0,0,0,0,0,12,0.473684210526316
1188,3,77,23074,20,0,0,Morning,15,9,3,20,1,0,0,0,0,0,0,0,1,0.23469387755102
1189,3,54,11378,21,6,1,Evening,9,34,2,26,1,0,0,0,1,0,0,0,12,0.00820638820638821
1190,3,94,21571,16,6,1,Evening,15,18,2,26,1,0,0,0,0,0,0,0,12,0.00385343428880476
1191,3,49,9582,12,6,1,Morning,6,23,3,15,2,0,0,0,0,0,0,0,12,0.223145780051151
1192,3,68,11545,26,5,1,Evening,15,38,2,28,0,0,0,0,2,0,0,0,15,0.00889884375567528
1193,3,77,7677,47,4,0,Evening,9,34,3,32,0,0,1,0,0,0,0,0,12,0.0189424544393572
1194,3,88,13088,23,5,1,Morning,6,23,5,30,2,0,0,0,0,0,0,0,12,0.0275329066537858
1195,3,78,22054,18,4,0,Noon,12,25,4,22,1,0,1,0,0,0,0,0,7,0.013780260707635
1196,3,131,11545,26,4,0,Evening,9,34,2,28,0,0,0,0,4,0,0,0,12,0.0239171167199383
1197,10,81,9033,39,3,0,Evening,9,34,2,34,1,0,1,0,0,0,0,0,12,0.0091105250539439
1198,10,133,28868,9,3,0,Evening,15,18,4,29,1,0,3,0,0,0,0,0,12,0.00541260721125822
1199,10,80,14785,54,3,0,Evening,15,9,3,26,1,0,2,0,0,0,0,0,1,0.00765262252794497
1200,3,86,23159,17,3,0,Noon,12,25,5,29,2,0,1,0,0,0,0,0,7,0.0125636672325976
1201,10,59,10494,41,1,0,Evening,9,34,2,26,1,0,0,0,0,0,0,0,12,0.01734043664473
1202,3,62,10118,45,0,0,Evening,15,38,1,20,1,0,1,0,0,0,0,0,12,0.0233987237059797
1203,10,60,15820,36,5,1,Evening,15,24,3,22,0,0,3,0,0,0,0,0,12,0.01348065508117
1204,3,74,13023,18,5,1,Morning,6,23,3,44,0,0,0,0,0,0,0,0,12,0.01879594950756
1205,3,42,19017,23,3,0,Evening,9,34,6,27,0,0,0,0,0,0,0,0,12,0.00688259109311741
1206,3,67,4092,38,0,0,Evening,15,40,0,44,1,0,0,0,0,0,0,0,12,0.5
1207,3,36,21258,15,0,0,Evening,9,34,5,22,1,0,0,0,1,0,0,0,12,0.0202506938302479
1208,3,67,21648,17,6,1,Evening,11,14,9,22,1,0,0,0,0,0,0,0,12,0.00978001014223274
1209,3,78,22841,19,6,1,Evening,15,9,3,25,1,0,0,0,0,0,0,1,12,0.0106346087157554
1210,3,77,21632,21,5,1,Evening,15,9,4,23,1,0,0,0,0,0,0,0,12,0.0129533678756477
1211,3,70,4167,44,5,1,Evening,15,36,0,52,1,0,0,0,0,0,0,0,12,0.470588235294118
1212,3,86,9185,28,5,1,Noon,2,11,1,12,1,0,0,0,0,0,0,1,14,0.00833333333333333
1213,3,92,9327,32,4,0,Evening,2,11,1,12,1,0,0,0,0,0,0,0,14,0
1214,3,70,16978,23,5,1,Evening,2,11,3,30,0,0,0,0,1,0,0,0,12,0.0205549845837616
1215,3,61,13068,18,6,1,Morning,6,23,3,44,1,0,0,0,3,0,0,0,12,0.0108230352960181
1216,3,65,6768,43,4,0,Morning,9,34,1,40,0,0,0,0,1,0,0,0,12,0.0240756663800516
1217,3,70,15561,23,3,0,Evening,2,11,3,30,0,0,0,0,1,0,0,0,12,0.00989770789922334
1218,3,61,15879,30,2,0,Evening,15,9,2,31,0,0,0,0,0,0,0,0,12,0.0117609913963217
1219,3,61,15879,30,0,0,Evening,15,9,2,31,0,0,0,0,0,0,0,0,12,0.00725229184980535
1220,3,74,13984,18,1,0,Noon,6,23,4,44,2,0,0,0,0,0,0,0,12,0.0241232282103484
1221,3,62,2750,88,4,0,Noon,13,21,0,34,1,0,0,0,0,0,0,0,12,0.181818181818182
1222,3,83,25297,22,4,0,Evening,2,11,6,32,1,0,2,0,0,0,0,1,12,0.00502296211251435
1223,3,83,16867,47,5,1,Evening,15,9,2,41,1,0,0,0,0,0,0,0,12,0.00766271409749671
1224,15,86,7307,45,4,0,Evening,14,33,1,15,0,0,1,0,0,0,0,0,12,0.000220596669872672
1225,3,91,27385,16,3,0,Evening,13,21,12,38,0,0,0,0,0,0,0,0,12,0.0268817204301075
1226,9,105,24471,68,6,1,Noon,12,20,44,57,0,0,2,0,0,0,0,0,12,0.00691361938984006
1227,3,58,22079,21,3,0,Noon,9,34,7,20,0,0,0,0,0,0,0,0,12,0.00388479571332887
1228,10,55,16709,24,1,0,Evening,15,1,4,35,1,0,1,0,0,0,0,0,12,0.0137497878119165
1229,3,70,12631,31,6,1,Evening,15,9,3,30,0,0,0,0,0,0,0,0,12,0.00792105793112707
1230,3,60,11379,21,6,1,Noon,9,34,2,26,1,0,0,0,0,0,0,0,12,0.029618082618862
1231,3,72,12027,38,5,1,Noon,15,1,3,27,1,0,0,0,0,0,0,0,12,0.0314885496183206
1232,3,46,9886,22,2,0,Evening,9,34,2,21,1,0,0,0,1,0,0,0,12,0.0339476236663434
1233,14,72,33664,12,3,0,Noon,3,43,12,18,1,0,0,0,0,0,0,0,12,0.00334269287337879
1234,3,83,6330,32,6,1,Evening,2,11,1,12,1,0,0,0,0,0,0,0,12,0
1235,3,59,13060,23,6,1,Evening,15,37,4,27,1,0,0,0,0,0,0,1,12,0.060377358490566
1236,3,77,16404,19,6,1,Evening,15,12,4,29,0,0,1,0,0,0,0,0,12,0.0218378756114605
1237,10,48,9005,39,1,0,Evening,15,12,2,17,1,0,2,0,0,0,0,0,12,0.0114942528735632
1238,3,86,11323,43,5,1,Noon,2,11,1,21,2,0,0,0,0,0,0,0,14,0.633333333333333
1239,3,66,14683,28,5,1,Noon,15,9,3,30,2,0,1,0,0,0,0,0,12,0.0235294117647059
1240,3,55,9417,46,4,0,Morning,9,34,4,33,2,0,5,0,0,0,0,0,12,0.0175657031328869
1241,3,87,13279,38,3,0,Evening,2,11,1,29,0,0,0,0,0,0,0,0,12,0.018027961736571
1242,3,75,16444,24,2,0,Evening,15,9,2,25,2,0,1,0,0,0,0,0,12,0.0275708872337645
1243,3,138,16138,24,2,0,Evening,2,11,1,28,1,0,0,0,0,0,0,0,12,0.0220785869704339
1244,11,88,20644,21,1,0,Evening,15,9,3,28,0,0,1,0,0,0,0,1,12,0.0420560747663551
1245,14,69,28481,17,2,0,Noon,6,23,5,26,1,0,0,0,0,0,0,0,12,0.00361300682456845
1246,3,73,23005,19,0,0,Noon,15,9,3,30,0,0,1,0,0,0,0,0,1,0.0423176095859245
1247,3,73,23005,19,0,0,Morning,15,9,3,30,0,0,1,0,0,0,0,0,1,0.156862745098039
1248,3,67,18749,19,4,0,Evening,9,34,4,23,1,0,1,0,0,0,0,1,12,0.0178463602817846
1249,9,108,22975,51,5,1,Noon,8,32,30,74,0,0,1,0,0,0,0,0,12,0.0105106271131767
1250,3,159,22569,20,3,0,Evening,13,21,3,26,2,0,4,0,0,0,0,0,12,0.0174076057846813
1251,3,168,17051,21,3,0,Evening,15,40,5,28,2,0,2,0,0,0,0,0,12,0.0194750956170044
1252,3,70,12935,25,0,0,Evening,15,13,2,24,2,0,1,0,0,1,0,0,14,0.00664431575739104
1253,3,70,12939,25,0,0,Evening,15,13,2,26,2,0,1,0,0,1,0,0,14,0.00488357279354519
1254,3,87,12163,24,0,0,Noon,15,24,3,53,0,0,4,0,0,0,0,1,16,0.00708103855232101
1255,3,90,12777,26,0,0,Noon,15,13,3,27,1,0,1,0,0,1,0,0,12,0.0044646492061338
1256,3,70,6878,48,0,0,Morning,9,34,0,0,1,0,2,0,0,0,0,0,12,0
1257,3,86,11331,36,5,1,Noon,2,11,1,26,2,0,0,0,0,0,0,0,14,0.666666666666667
1258,10,49,9845,39,4,0,Evening,9,34,1,25,1,0,0,0,0,0,0,0,12,0.444444444444444
1259,3,60,23102,25,5,1,Morning,15,13,2,32,0,0,5,0,1,1,0,0,12,0.00242669653370093
1260,3,83,21418,20,4,0,Evening,15,13,4,24,0,0,0,0,0,0,0,0,12,0.0102140421859748
1261,3,84,9781,13,6,1,Evening,6,23,4,29,2,0,0,0,0,0,0,0,14,0.0323948439620081
1262,3,70,20786,23,0,0,Evening,15,24,3,32,1,0,2,0,0,1,0,0,12,0.00973886063948979
1263,3,65,9419,16,4,0,Noon,6,23,3,23,0,0,0,0,0,0,0,0,12,0.126552795031056
1264,10,49,10279,36,3,0,Morning,13,21,4,23,1,0,1,0,0,0,0,0,6,0.0281518624641834
1265,3,71,22696,17,2,0,Evening,2,11,5,20,0,0,0,0,0,0,0,0,12,0.0134583032924778
1266,3,101,11374,27,2,0,Evening,2,11,2,30,0,0,1,0,0,0,0,1,12,0.00213675213675214
1267,10,49,10279,36,1,0,Evening,13,21,4,23,1,0,1,0,0,0,0,0,6,0.0524051622995698
1268,10,80,15917,18,0,0,Noon,15,1,3,28,0,0,2,0,1,0,0,0,12,0.0625
1269,3,64,14468,21,6,1,Noon,2,11,3,23,1,0,0,0,0,0,0,0,12,0.0148605075003505
1270,3,84,31145,18,5,1,Noon,2,11,5,24,0,0,4,0,0,0,0,0,12,0.0553097345132743
1271,10,91,23786,14,4,0,Noon,15,1,4,30,0,0,1,0,0,0,0,0,12,0.0139853626081171
1272,10,57,2691,78,1,0,Noon,15,13,0,33,0,0,0,0,0,0,0,0,12,0.285714285714286
1273,3,86,27181,12,0,0,Evening,6,23,5,25,2,0,1,0,0,0,0,0,12,0.0229611248966088
1274,3,75,16475,24,6,1,Evening,15,9,2,25,2,0,1,0,0,0,0,0,12,0.00592001234139381
1275,3,78,17953,24,6,1,Noon,15,9,2,25,2,0,1,0,0,0,0,0,14,0.00744632937997298
1276,3,57,13514,24,5,1,Evening,15,9,2,35,1,0,0,0,0,0,0,1,12,0.00778704481649214
1277,3,80,11272,41,5,1,Noon,2,11,1,21,2,0,0,0,0,0,0,0,14,0.5
1278,10,50,9876,40,4,0,Evening,9,34,1,25,0,0,0,0,0,0,0,0,12,0.5
1279,10,50,9966,43,4,0,Evening,9,34,2,23,0,0,0,0,0,0,0,0,12,0.321428571428571
1280,3,69,16725,29,2,0,Evening,9,34,3,30,0,0,1,0,1,0,0,1,12,0.00545904210399325
1281,3,65,6778,43,4,0,Evening,9,34,1,39,0,0,0,0,1,0,0,0,12,0.0194895591647332
1282,3,56,15335,32,4,0,Evening,15,9,2,29,0,0,1,0,0,0,0,0,16,0.00888444845515878
